Direction,Letter Height (degrees),Eccentricity (degrees)
1,3.7,20
1,5.3,40
1,2,15
1,1,10
1,2.2,25
1,1.5,5
1,4.1,35
1,1.5,30
3,3.8,40
3,0.8,5
3,2,25
3,3.4,20
3,2.3,15
3,0.7,30
3,4.6,35
3,1.8,10
