Direction,Letter Height (degrees),Eccentricity (degrees)
1,0.3,20
1,0.5,40
1,0.8,25
1,0.2,10
1,1.4,35
1,0.4,15
1,0.2,5
1,0.9,30
3,0.6,25
3,1,40
3,0.4,10
3,0.4,15
3,1,30
3,0.3,5
3,1.3,35
3,0.6,20
