Direction,Letter Height (degrees),Eccentricity (degrees)
1,0.4,20
1,0.2,5
1,1.3,40
1,1,35
1,0.4,15
1,0.7,25
1,0.3,10
1,0.9,30
3,0.5,20
3,1.5,35
3,0.7,30
3,1,25
3,0.2,5
3,1.1,40
3,0.7,15
3,0.4,10
