Direction,Letter Height (degrees),Eccentricity (degrees)
1,1.2,20
1,0.8,15
1,0.7,10
1,1.7,35
1,1.2,30
1,1.4,40
1,1,25
1,0.4,5
3,0.4,5
3,1,25
3,1.7,40
3,0.8,15
3,0.4,10
3,1.6,35
3,0.8,20
3,0.7,30
