Direction,Letter Height (degrees),Eccentricity (degrees)
1,2.8,30
1,1.9,35
1,0.3,10
1,1.9,40
1,1,25
1,0.3,15
1,1,20
1,0.9,5
3,1.1,25
3,0.8,20
3,2.8,35
3,0.6,30
3,1.1,10
3,1,15
3,3.4,40
3,0.8,5
