Direction,Letter Height (degrees),Eccentricity (degrees)
3,2.0000000000000004,25
1,0.40000000000000013,5
3,0.7000000000000002,10
3,1.2,15
1,0.5000000000000002,10
3,0.4,5
1,0.40000000000000024,15
3,0.8,20
1,0.7000000000000002,30
1,1.7,35
1,0.6000000000000003,40
3,2.3000000000000007,35
3,3.8000000000000016,40
1,1.0,20
3,2.1000000000000005,30
1,0.7000000000000008,25
