Direction,Letter Height (degrees),Eccentricity (degrees)
3,0.8,20
3,0.30000000000000004,5
3,1.9,40
1,0.30000000000000004,35
1,1.9999999999999998,40
3,1.9,30
1,1.3,25
3,0.2,10
1,1.7,30
1,1.1999999999999997,20
3,1.5999999999999999,35
3,1.2,25
1,0.40000000000000013,10
1,0.2000000000000002,5
1,1.4,15
3,0.7000000000000002,15
