Direction,Letter Height (degrees),Eccentricity (degrees)
1,0.5999999999999999,15
3,3.8000000000000016,40
1,0.6000000000000001,10
3,0.7000000000000002,5
3,0.5999999999999998,30
1,3.4000000000000012,35
1,3.6000000000000023,30
1,2.4000000000000004,25
1,0.4000000000000001,20
3,2.4000000000000004,35
3,0.7000000000000002,25
3,1.7999999999999998,15
1,2.0000000000000004,40
3,1.3999999999999997,20
3,0.4,10
1,0.40000000000000013,5
