Direction,Letter Height (degrees),Eccentricity (degrees)
1,1.2,40
1,0.2,5
1,0.4,10
1,0.8,25
1,0.7,20
1,1.3,30
1,1.4,35
1,0.7,15
1,1.3,40
3,0.5,20
3,0.9,35
3,0.5,15
3,1.4,40
3,1,25
3,0.3,5
3,0.4,10
3,0.9,30
